"File Name","Collection Name#1","Collection Description#1","Work Type#1","Work Type Vocab#1","Work Type Refid#1","Work Type#2","Work Type Vocab#2","Work Type Refid#2","Work Title#1","Work Title Type#1","Work Agent Name#1","Work Agent Name Vocab#1","Work Agent Name Refid#1","Work Agent Name Type#1","Work Agent Role#1","Work Agent Role Vocab#1","Work Agent Role Refid#1","Work Agent Name#2","Work Agent Name Vocab#2","Work Agent Name Refid#2","Work Agent Name Type#2","Work Agent Role#2","Work Agent Role Vocab#2","Work Agent Role Refid#2","Work Agent Name#3","Work Agent Name Type#3","Work Date#1","Work Date Type#1","Work Date#2","Work Date Type#2","Subject Term#1","Subject Type#1","Subject Vocab#1","Subject Refid#1","Subject Term#2","Subject Type#2","Subject Vocab#2","Subject Refid#2","Subject Term#3","Subject Type#3","Location Name#1","Location Type#1","Location Refid#1","Location Name#10","Location Type#10","Location Refid#10","Location Name#2","Location Type#2","Location Refid#2","Location Name#3","Location Type#3","Location Refid#3","Location Name#4","Location Type#4","Location Refid#4","Location Name#5","Location Type#5","Location Refid#5","Location Name#6","Location Type#6","Location Refid#6","Location Name#7","Location Type#7","Location Refid#7","Location Name#8","Location Type#8","Location Refid#8","Location Name#9","Location Type#9","Location Refid#9","Repository Location Name#1","Repository Location Type#1","Work Measurements#1","Work Measurement#1","Work Measurement Type#1","Work Measurement Unit#1","Work Measurement#2","Work Measurement Type#2","Work Measurement Unit#2","Technique#1","Technique Vocab#1","Technique Refid#1","Technique#2","Technique Vocab#2","Technique Refid#2","Technique#3","Technique Vocab#3","Technique Refid#3","Inscription Text#1","Inscription Text Type#1","Inscription Position#1","Inscription Text#2","Inscription Text Type#2","Cultural Context#1","Cultural Context Vocab#1","Cultural Context Refid#1","Work Description#1","Work Description#2","Relation#1","Relation Type#1","Relation Relids#1","Relation href#1","Image Rights#1","Image Title#1","Image Title Type#1","Image Date#1","Image Date Type#1","Image Work Type#1","Image Work Type Vocab#1","Identifier ARK#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Wolff_AsiaAfricaEurope_singles_085","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","Heracles beating the Centaur Nessus, by Giambologna","descriptive","","","","","","","","","","","","","","","","","1870/1890","creation","","","","","","","","","","","","","Florence, Italy","geographic","7000457","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","albumen prints","aat","300127121","","","","","","","""1372. Firenze. Loggia Dei Lanzi Ercole E II Centauro. G. Bologna.""","text","","","","","","","Image No. 85. ""Plate No. 1372. Firenze. Loggia Dei Lanzi Ercole E II Centauro. G. Bologna."" 3 3/4 x 5 1/2 photo, mounted. Shows Italian posters in background. c. 1875.","Giambologna's Heracles beating the Centaur Nessus","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Heracles beating the Centaur Nessus, by Giambologna","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/w90g4z81x63g","1093753","202","Wolff_AsiaAfricaEurope_singles_085.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1093753~133065"
"nspc_wolff_bourneHimalaya","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","photograph albums","aat","300026695","","","","Himalayas Album","owner","Bourne, Samuel, 1834-1912","naf","n 82235787","personal","photographers","aat","300025687","","","","","","","","","","1866/1868","creation","","","","","","","","","","","","","Himalayas","creation","7016919","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","albumen process","aat","300133274","","","","","","","","","","","","","","","Twenty-nine photographs mounted on grey boards in album. Titled in ink on mounts. ""Sold by Stockbridge Library"" stamp.","","","","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Himalayas Album","generalView","2015","","","","https://ark.colorado.edu/ark:/47540/9g6h2h0351qm","1100985","202","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1100985~"
"Wolff_AsiaAfricaEurope_singles_033","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","Houses of Wealthy Chinese Merchants in Singapore","descriptive","","","","","","","","","","","","","","","","","1880/1900","creation","","","","","","","","","","","","","Singapore","geographic","7000381","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","gelatin silver prints","aat","300128695","","","","","","","""Houses of wealthy Chinese merchants in Singapore.""","caption","","","","","","","Image No. 33. ""Houses of Wealthy Chinese Merchants in Singapore"". Titled in ink. 10 3/4 x 8 photo, mounted. Shows street, little girl and shop. c. 1897.","Shows storefronts of several shops; includes a small child standing outside","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Houses of Wealthy Chinese Merchants in Singapore","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/3v1k3m72t8vn","1092970","202","Wolff_AsiaAfricaEurope_singles_033.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1092970~133013"
"Wolff_AsiaAfricaEurope_singles_031","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","Huge Banyan Tree","descriptive","","","","","","","","","","","","","","","","","1880/1900","creation","","","","","","","","","","","","","Borneo","geographic","7015963","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","gelatin silver prints","aat","300128695","","","","","","","""The huge Banyan Tree.""","caption","","""Waringin, Banian.""","text","","","","Image No. 31. ""The huge Banyan Tree"" titled in ink and ""Waringin, Banian"" titled in plate. 10 3/4 x 8 photo, mounted. c. 1897.","","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Huge Banyan Tree","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/gs9h0z5650z3","1092940","202","Wolff_AsiaAfricaEurope_singles_031.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1092940~133011"
"nspc_wolff_bourneIndia","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","photograph albums","aat","300026695","","","","India Album","owner","Bourne, Samuel, 1834-1912","naf","n 82235787","personal","photographers","aat","300025687","Shepherd & Robertson","","","corporate","","","","","","1866/1868","creation","","","architecture (object genre)","descriptiveTopic","aat","300263552","","","","","","","India","creation","7000198","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","albumen process","aat","300133274","","","","","","","","","","","","","","","Fifty-seven photos, primarily 9 1/2 x 11 1/2 inches each. Indian architecture and scenes. Mounted on grey boards in album. Titled in ink on mounts. ""Sold by Stockbridge Library"" stamp.","","","","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","India Album","generalView","2015","","","","https://ark.colorado.edu/ark:/47540/0r591n9309n7","1100997","202","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1100997~"
"Wolff_AsiaAfricaEurope_singles_032","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","Indian man whose front scalp is shaved, with long hair in back.","descriptive","","","","","","","","","","","","","","","","","1880/1900","creation","","","","","","","","","","","","","Borneo","geographic","7015963","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","gelatin silver prints","aat","300128695","","","","","","","""A Kling or Indian.""","caption","","","","","","","Image No. 32. ""A Kling or Indian"". Titled in ink. 3 3/4 x 5 1/4 photo, mounted. c. 1897.","In Malaysia or Singapore, describes a person of Indian descent. Shows a man whose front scalp is shaved, with long hair in back.","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Indian man whose front scalp is shaved, with long hair in back.","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/ft8p7v20g3z1","1092955","202","Wolff_AsiaAfricaEurope_singles_032.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1092955~133012"
"nspc_wolff_irelandCarteDeVis","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","photograph albums","aat","300026695","cartes-de-visite (card photographs)","aat","300127141","Irish Carte De Visite Album","owner","","","","","","","","","","","","","","","","","1864/1868","created","","","","","","","","","","","","","Ireland","geographic","7001181","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","albumen process","aat","300133274","","","","","","","","","","","","","","","60 Cartes (59 from life) in 9 x 12 1/4 in fine dec. leather album. a.e.g. Irish patriots + hand-colored natives of Pau. C.1865. Includes Irish revolutionaries O'Mahoney, O'Leary, Doran, Col. Kelly, O'Donovan Rossa, McCafferty, Roantree, Kickham.","","","","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Irish Carte De Visite Album","generalView","","","","","https://ark.colorado.edu/ark:/47540/279w3801h0kh","526962","202","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-74-NA/1718/0001.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~526962~133087"
"wolff_italyFranceGermanyBurma","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","photograph albums","aat","300026695","","","","Italy, France, Germany, and Burma","owner","","","","","","","","","","","","","","","","","1864/1866","creation","","","","","","","","","","","","","France","geographic","1000070","","","","Italy","geographic","1000080","Myanmar","geographic","1000108","Germany","geographic","7000084","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","gelatin silver prints","aat","300128695","","","","","","","","","","","","","","","C. 1865. Thirteen 7 1/2 x 10 photos of Italy (C. 1878). 15 smaller of Germany + 16 of France + 8 images of the Karen in Burma. 3 photos of Scultpure. In 9 1/2 x 11 1/2 gilt dec.cloth.","","","","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Italy, France, Germany, and Burma","generalView","","","","","https://ark.colorado.edu/ark:/47540/1f2h8c22w42k","526759","202","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-74-NA/1714/0001.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~526759~133086"
"nspc_wolff_singlesCivilWarCarte_39","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","cartes-de-visite (card photographs)","aat","300127141","","","","James Murray Mason","repository","Brady's National Portrait Gallery","","","corporate","","","","Anthony, E.","","","corporate","","","","","","1860/1862","creation","","","United StatesHistoryCivil War, 1861-1865","conceptTopic","lcsh","sh 85140205","","","","","","","New York","creation","7007567","","","","New York","creation","7007568","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","3.25 in. (H) x 2.25 in. (W)","3.25","height","inches","2.25","width","inches","albumen process","aat","300133274","","","","","","","43. Mason","text","album index","","","American","ulan","990110","Published by E. Anthony from photographic negative from Brady's National Portrait Gallery.","","Civil War Carte-de-Visite Album","partOf","nspc_wolff_civilWarCarte","http://cudl.colorado.edu/luna/servlet/s/pk1580","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","James Murray Mason","generalView","7/31/2013","creation","digital image","vra","https://ark.colorado.edu/ark:/47540/1n7m2z05w9z4","1087853","202","nspc_wolff_singlesCivilWarCarte_39.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1087853~140757"
"Wolff_AsiaAfricaEurope_singles_016","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","Japanese fruit and vegetable seller","descriptive","","","","","","","","","","","","","","","","","1880/1900","creation","","","","","","","","","","","","","Japan","geographic","1000120","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","gelatin silver prints","aat","300128695","","","","","","","""Japanese fruit and vegetable seller with his yoke. Most of their vegetables are of the root kind. Notice digitated stocking and straw sandals.""","caption","","","","","","","Image No. 16. ""Japanese fruit and vegetable seller with his yoke. Most of their vegetables are of the root kind. Notice digitated stocking and straw sandals"" titled in ink and ""No. 239"" titled in plate. 5 1/2 x 3 5/8 sepia photo, mounted. c. 1897.","","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Japanese fruit and vegetable seller","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/j50p568481qq","1092713","202","Wolff_AsiaAfricaEurope_singles_016.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1092713~132996"
"Wolff_AsiaAfricaEurope_singles_068","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","Japanese man and woman working.","descriptive","","","","","","","","","","","","","","","","","1880/1900","creation","","","","","","","","","","","","","Japan","geographic","1000120","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","gelatin silver prints","aat","300128695","","","","","","","""Two Japanese Cooleys, man & woman.""","caption","","","","","","","Image No. 68. ""Two Japanese Cooleys, man and woman"". Titled in ink. 5 1/2 x 3 5/8 sepia photo, mounted. Shows man and woman with rake. c. 1897.","","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Japanese man and woman working.","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/1g0j1q78v438","1093506","202","Wolff_AsiaAfricaEurope_singles_068.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1093506~133048"
"nspc_wolff_singlesCivilWarCarte_06","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","cartes-de-visite (card photographs)","aat","300127141","","","","Jefferson Davis","repository","Allen & Horton","","","corporate","","","","","","","","","","","","","1860/1862","creation","","","United StatesHistoryCivil War, 1861-1865","conceptTopic","lcsh","sh 85140205","","","","","","","Boston","creation","7013445","","","","Massachusetts","creation","7007517","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","3.25 in. (H) x 2.25 in. (W)","3.25","height","inches","2.25","width","inches","albumen process","aat","300133274","","","","","","","6. Rebel Pres. Davis","text","album index","","","American","ulan","990110","","","Civil War Carte-de-Visite Album","partOf","nspc_wolff_civilWarCarte","http://cudl.colorado.edu/luna/servlet/s/pk1580","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Jefferson Davis","generalView","7/31/2013","creation","digital image","vra","https://ark.colorado.edu/ark:/47540/q43887089883","1087159","202","nspc_wolff_singlesCivilWarCarte_06.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1087159~140724"
"nspc_wolff_singlesCivilWarCarte_01","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","cartes-de-visite (card photographs)","aat","300127141","","","","John Brown","repository","Earles' Galleries and Looking Glass Warehouse","","","corporate","","","","","","","","","","","","","1860/1862","creation","","","United StatesHistoryCivil War, 1861-1865","conceptTopic","lcsh","sh 85140205","","","","","","","Philadelphia","creation","7014406","","","","Pennsylvania","creation","7007710","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","3.25 in. (H) x 2.25 in. (W)","3.25","height","inches","2.25","width","inches","albumen process","aat","300133274","","","","","","","1. Abol. John Brown","text","album index","","","American","ulan","990110","","","Civil War Carte-de-Visite Album","partOf","nspc_wolff_civilWarCarte","http://cudl.colorado.edu/luna/servlet/s/pk1580","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","John Brown","generalView","7/31/2013","creation","digital image","vra","https://ark.colorado.edu/ark:/47540/q8847x28x63f","1087051","202","nspc_wolff_singlesCivilWarCarte_01.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1087051~140719"
"nspc_wolff_singlesCivilWarCarte_40","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","cartes-de-visite (card photographs)","aat","300127141","","","","John Slidell","repository","Brady's National Portrait Gallery","","","corporate","","","","Anthony, E.","","","corporate","","","","","","1860/1862","creation","","","United StatesHistoryCivil War, 1861-1865","conceptTopic","lcsh","sh 85140205","","","","","","","New York","creation","7007567","","","","New York","creation","7007568","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","3.25 in. (H) x 2.25 in. (W)","3.25","height","inches","2.25","width","inches","albumen process","aat","300133274","","","","","","","44. Slidell","text","album index","","","American","ulan","990110","Published by E. Anthony from photographic negative from Brady's National Portrait Gallery.","","Civil War Carte-de-Visite Album","partOf","nspc_wolff_civilWarCarte","http://cudl.colorado.edu/luna/servlet/s/pk1580","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","John Slidell","generalView","7/31/2013","creation","digital image","vra","https://ark.colorado.edu/ark:/47540/wf815x76r094","1087875","202","nspc_wolff_singlesCivilWarCarte_40.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1087875~140758"
"Wolff_AsiaAfricaEurope_singles_092","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","King Charles VI of France","descriptive","","","","","","","","","","","","","","","","","1880/1900","creation","","","","","","","","","","","","","France","geographic","1000070","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","albumen prints","aat","300127121","","","","","","","""Chas. VI""","caption","","","","","","","Image No. 92. ""Chas VI."" Titled in ink. 2 1/4 x 3 3/8 photographic reproduction. c. 1880.","Charles VI, King of France.","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","King Charles VI of France","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/wq866t4586k4","1093856","202","Wolff_AsiaAfricaEurope_singles_092.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1093856~133072"
"Wolff_AsiaAfricaEurope_singles_058","Ira Wolff Photographic History Collection","XXXX","photographs","aat","300046300","","","","King Charles VII of France","descriptive","","","","","","","","","","","","","","","","","1880/1900","creation","","","","","","","","","","","","","France","geographic","1000070","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","","","","","","","","albumen prints","aat","300127121","","","","","","","""Chas VII.""","caption","","","","","","","Image No. 58. ""Chas Vll."" Titled in ink. 2 1/8 x 3 1/4 photographic reproduction, mounted. c. 1880.","Charles VII, King of France, 1403-1461","Asia, Africa, and Europe album","partOf","wolff_asiaAfricaEurope","http://cudl.colorado.edu/luna/servlet/s/cckl62","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","King Charles VII of France","generalView","","","digital image","vra","https://ark.colorado.edu/ark:/47540/fz525x48w5vc","1093356","202","Wolff_AsiaAfricaEurope_singles_058.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1093356~133038"
"nspc_wolff_singlesCivilWarCarte_25","Ira Wolff Photographic History Collection","The Ira Wolff Photographic History Collection consists of approximately 7,000 original photographs and 7,000 publications, largely from the nineteenth and early-twentieth centuries. As a whole, the collection traces the invention of photography, the scientific and technical components of its development, the history of photomechanical printing, vernacular photographic practices, and the medium's role in social and cultural documentation. The digitized portion of the collection focuses exclusively on private photographic albums ranging from cartes-de-visite albums to travel albums.","cartes-de-visite (card photographs)","aat","300127141","","","","Kit Carson","repository","Anthony, E.","","","corporate","","","","","","","","","","","","","1860/1862","creation","","","United StatesHistoryCivil War, 1861-1865","conceptTopic","lcsh","sh 85140205","","","","","","","New York","creation","7007567","","","","New York","creation","7007568","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder Special Collections Department","corporate","3.25 in. (H) x 2.25 in. (W)","3.25","height","inches","2.25","width","inches","albumen process","aat","300133274","","","","","","","25. Kit Carson","text","album index","","","American","ulan","990110","","","Civil War Carte-de-Visite Album","partOf","nspc_wolff_civilWarCarte","http://cudl.colorado.edu/luna/servlet/s/pk1580","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","Kit Carson","generalView","7/31/2013","creation","digital image","vra","https://ark.colorado.edu/ark:/47540/x8564p41n77w","1087555","202","nspc_wolff_singlesCivilWarCarte_25.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~74~74~1087555~140743"
